# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
EMI2	YDR516C	YDR516C_mRNA	protein_coding	0	4	2	52	0	0	0	0	45	0	0	0	2	0	0	0	0	0	0	0	4	7
EMP24	YGL200C	YGL200C_mRNA	protein_coding	0	1	0	95	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	1	54
EMP46	YLR080W	YLR080W_mRNA	protein_coding	0	8	1	68	0	0	0	0	43	0	0	0	1	0	0	0	0	0	0	0	8	25
EMP47	YFL048C	YFL048C_mRNA	protein_coding	0	7	4	105	0	0	0	0	60	0	0	0	4	0	0	0	0	0	0	0	7	45
EMP65	YER140W	YER140W_mRNA	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
EMP70	YLR083C	YLR083C_mRNA	protein_coding	0	7	1	57	0	0	0	0	43	0	0	0	1	0	0	0	0	0	0	0	7	14
EMT1	tM(CAU)D	tM(CAU)D_tRNA	protein_coding	0	0	0	27	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	26
EMT2	tM(CAU)O2	tM(CAU)O2_tRNA	protein_coding	0	0	0	11	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	6
EMT3	tM(CAU)J2	tM(CAU)J2_tRNA	protein_coding	0	0	0	42	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	22
EMT4	tM(CAU)M	tM(CAU)M_tRNA	protein_coding	0	0	0	57	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	27
EMT5	tM(CAU)J1	tM(CAU)J1_tRNA	protein_coding	0	0	0	46	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	20
EMW1	YNL313C	YNL313C_mRNA	protein_coding	0	13	10	74	0	0	0	0	41	0	0	0	10	0	0	0	0	0	0	0	13	33
ENA1	YDR040C	YDR040C_mRNA	protein_coding	0	1	1	14	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	14
ENA2	YDR039C	YDR039C_mRNA	protein_coding	0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6
ENA5	YDR038C	YDR038C_mRNA	protein_coding	0	0	1	8	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0
ENB1	YOL158C	YOL158C_mRNA	protein_coding	0	3	5	100	0	0	0	0	75	0	0	0	5	0	0	0	0	0	0	0	3	25
END3	YNL084C	YNL084C_mRNA	protein_coding	0	2	2	16	0	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	2	8
ENO1	YGR254W	YGR254W_mRNA	protein_coding	0	2	0	68	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	2	34
ENO2	YHR174W	YHR174W_mRNA	protein_coding	0	0	0	21	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	12
ENP1	YBR247C	YBR247C_mRNA	protein_coding	0	0	0	11	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	6
ENP2	YGR145W	YGR145W_mRNA	protein_coding	0	0	0	25	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	1
ENT1	YDL161W	YDL161W_mRNA	protein_coding	0	2	0	42	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	2	24
ENT2	YLR206W	YLR206W_mRNA	protein_coding	0	8	1	39	0	0	1	0	24	0	0	0	0	0	0	0	0	0	0	0	8	15
ENT3	YJR125C	YJR125C_mRNA	protein_coding	0	1	0	27	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	20
ENT4	YLL038C	YLL038C_mRNA	protein_coding	0	4	1	40	0	0	0	0	18	0	0	0	1	0	0	0	0	0	0	0	4	22
ENT5	YDR153C	YDR153C_mRNA	protein_coding	0	2	2	8	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	2	5
ENV10	YLR065C	YLR065C_mRNA	protein_coding	0	6	0	40	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	6	18
ENV11	YGR071C	YGR071C_mRNA	protein_coding	0	1	0	13	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	8
ENV7	YPL236C	YPL236C_mRNA	protein_coding	0	12	1	82	0	0	0	0	36	0	0	0	1	0	0	0	0	0	0	0	12	46
ENV9	YOR246C	YOR246C_mRNA	protein_coding	0	2	0	19	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	2	11
EOS1	YNL080C	YNL080C_mRNA	protein_coding	0	0	0	12	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	4
EPL1	YFL024C	YFL024C_mRNA	protein_coding	0	12	3	59	0	0	0	0	39	0	0	0	3	0	0	0	0	0	0	0	12	20
EPO1	YMR124W	YMR124W_mRNA	protein_coding	0	0	5	67	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	66
EPS1	YIL005W	YIL005W_mRNA	protein_coding	1	0	0	15	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	12
EPT1	YHR123W	YHR123W_mRNA	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3
ERB1	YMR049C	YMR049C_mRNA	protein_coding	0	2	3	58	0	0	0	0	33	0	0	0	3	0	0	0	0	0	0	0	2	25
ERC1	YHR032W	YHR032W_mRNA	protein_coding	1	6	2	71	0	0	0	0	42	1	0	0	2	0	0	0	0	0	0	0	6	29
ERD1	YDR414C	YDR414C_mRNA	protein_coding	0	1	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1
ERD2	YBL040C	YBL040C_mRNA	protein_coding	0	6	0	65	0	0	0	0	34	0	0	1	0	0	0	0	0	0	0	0	6	30
ERF2	YLR246W	YLR246W_mRNA	protein_coding	0	2	3	42	0	0	0	0	31	0	0	0	3	0	0	0	0	0	0	0	2	11
ERG1	YGR175C	YGR175C_mRNA	protein_coding	0	0	0	33	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	25
ERG10	YPL028W	YPL028W_mRNA	protein_coding	0	6	0	57	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	6	14
ERG11	YHR007C	YHR007C_mRNA	protein_coding	0	1	0	27	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	1	12
ERG12	YMR208W	YMR208W_mRNA	protein_coding	0	4	2	30	0	0	0	0	9	0	0	0	2	0	0	0	0	0	0	0	4	21
ERG13	YML126C	YML126C_mRNA	protein_coding	0	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5
ERG2	YMR202W	YMR202W_mRNA	protein_coding	0	0	1	18	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	16
ERG20	YJL167W	YJL167W_mRNA	protein_coding	0	7	0	56	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	7	17
ERG24	YNL280C	YNL280C_mRNA	protein_coding	0	1	0	33	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	1	6
ERG25	YGR060W	YGR060W_mRNA	protein_coding	0	2	0	9	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	5
ERG26	YGL001C	YGL001C_mRNA	protein_coding	0	0	0	64	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	31
ERG27	YLR100W	YLR100W_mRNA	protein_coding	0	1	0	17	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	15
ERG28	YER044C	YER044C_mRNA	protein_coding	0	0	0	60	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	46
ERG29	YMR134W	YMR134W_mRNA	protein_coding	0	0	1	14	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	4
ERG3	YLR056W	YLR056W_mRNA	protein_coding	0	1	2	62	0	0	0	0	34	0	0	0	2	0	0	0	0	0	0	0	1	28
ERG4	YGL012W	YGL012W_mRNA	protein_coding	0	3	1	33	0	0	0	0	20	0	0	0	1	0	0	0	0	0	0	0	3	13
ERG5	YMR015C	YMR015C_mRNA	protein_coding	0	1	0	37	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	1	11
ERG6	YML008C	YML008C_mRNA	protein_coding	0	5	1	56	0	0	0	0	26	0	0	0	1	0	0	0	0	0	0	0	5	30
ERG7	YHR072W	YHR072W_mRNA	protein_coding	0	1	2	7	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	1	4
ERG8	YMR220W	YMR220W_mRNA	protein_coding	0	0	2	25	0	0	0	0	21	0	0	0	2	0	0	0	0	0	0	0	0	4
ERG9	YHR190W	YHR190W_mRNA	protein_coding	0	0	1	16	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	11
ERI1	YPL096C-A	YPL096C-A_mRNA	protein_coding	0	0	0	30	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	27
ERJ5	YFR041C	YFR041C_mRNA	protein_coding	0	2	2	66	0	0	0	0	30	0	0	0	2	0	0	0	0	0	0	0	2	36
ERO1	YML130C	YML130C_mRNA	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ERP1	YAR002C-A	YAR002C-A_mRNA	protein_coding	0	2	1	76	0	0	0	0	31	0	0	0	1	0	0	0	0	0	0	0	2	45
ERP2	YAL007C	YAL007C_mRNA	protein_coding	0	0	1	63	0	0	0	0	39	0	0	0	1	0	0	0	0	0	0	0	0	24
ERP3	YDL018C	YDL018C_mRNA	protein_coding	0	0	0	14	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	9
ERP4	YOR016C	YOR016C_mRNA	protein_coding	0	3	1	49	0	0	0	0	28	0	0	0	1	0	0	0	0	0	0	0	3	21
ERP5	YHR110W	YHR110W_mRNA	protein_coding	0	0	0	15	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	4
ERP6	YGL002W	YGL002W_mRNA	protein_coding	0	6	1	55	0	0	0	0	22	0	0	0	1	0	0	0	0	0	0	0	6	33
ERR1	YOR393W	YOR393W_mRNA	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ERR2	YPL281C	YPL281C_mRNA	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3
ERR3	YMR323W	YMR323W_mRNA	protein_coding	0	3	0	16	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	3	8
ERS1	YCR075C	YCR075C_mRNA	protein_coding	0	2	1	61	0	0	0	0	25	0	0	0	1	0	0	0	0	0	0	0	2	36
ERT1	YBR239C	YBR239C_mRNA	protein_coding	0	4	5	43	0	0	0	0	32	0	0	0	5	0	0	0	0	0	0	0	4	11
ERV1	YGR029W	YGR029W_mRNA	protein_coding	0	0	0	41	0	0	0	0	32	0	0	2	0	0	0	0	0	0	0	0	0	7
ERV14	YGL054C	YGL054C_mRNA	protein_coding	0	1	0	25	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	1	6
ERV15	YBR210W	YBR210W_mRNA	protein_coding	0	3	0	70	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	3	38
ERV2	YPR037C	YPR037C_mRNA	protein_coding	0	0	0	9	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	5
ERV25	YML012W	YML012W_mRNA	protein_coding	0	0	1	61	0	0	0	0	26	0	0	0	1	0	0	0	0	0	0	0	0	35
ERV29	YGR284C	YGR284C_mRNA	protein_coding	0	2	1	87	0	0	0	0	32	0	0	0	1	0	0	0	0	0	0	0	2	55
ERV41	YML067C	YML067C_mRNA	protein_coding	0	0	2	54	0	0	0	0	28	0	0	1	2	0	0	0	0	0	0	0	0	25
ERV46	YAL042W	YAL042W_mRNA	protein_coding	0	0	1	61	0	0	0	0	26	0	0	0	1	0	0	0	0	0	0	0	0	35
ESA1	YOR244W	YOR244W_mRNA	protein_coding	0	0	0	22	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	7
ESBP6	YNL125C	YNL125C_mRNA	protein_coding	0	20	7	41	0	0	0	0	6	0	0	0	7	0	0	0	0	0	0	0	20	35
ESC1	YMR219W	YMR219W_mRNA	protein_coding	0	3	1	21	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	3	11
ESC2	YDR363W	YDR363W_mRNA	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
ESC8	YOL017W	YOL017W_mRNA	protein_coding	0	5	5	20	0	0	0	0	13	0	0	0	5	0	0	0	0	0	0	0	5	7
ESF1	YDR365C	YDR365C_mRNA	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ESF2	YNR054C	YNR054C_mRNA	protein_coding	0	0	0	10	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	3
ESL1	YIL151C	YIL151C_mRNA	protein_coding	0	13	4	52	0	0	0	0	25	0	0	0	4	0	0	0	0	0	0	0	13	27
ESL2	YKR096W	YKR096W_mRNA	protein_coding	0	18	5	50	0	0	0	0	27	0	0	0	5	0	0	0	0	0	0	0	18	23
ESP1	YGR098C	YGR098C_mRNA	protein_coding	0	1	0	11	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	2
ESS1	YJR017C	YJR017C_mRNA	protein_coding	0	0	1	48	0	0	0	0	24	0	0	0	1	0	0	0	0	0	0	0	0	24
EST1	YLR233C	YLR233C_mRNA	protein_coding	0	22	11	57	0	0	0	0	15	0	0	0	11	0	0	0	0	0	0	0	22	42
EST2	YLR318W	YLR318W_mRNA	protein_coding	0	7	4	57	0	0	0	0	16	0	0	0	4	0	0	0	0	0	0	0	7	41
EST3	YIL009C-A	YIL009C-A_mRNA	protein_coding	0	2	4	75	0	0	0	0	32	0	0	0	4	0	0	0	0	0	0	0	2	43
ETP1	YHL010C	YHL010C_mRNA	protein_coding	0	9	5	63	0	0	0	0	35	0	0	0	5	0	0	0	0	0	0	0	9	28
ETR1	YBR026C	YBR026C_mRNA	protein_coding	0	0	0	13	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	10
ETS1-1	ETS1-1	ETS1-1_rRNA	rRNA	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ETS2-1	ETS2-1	ETS2-1_rRNA	rRNA	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
ETS2-2	ETS2-2	ETS2-2_rRNA	rRNA	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ETT1	YOR051C	YOR051C_mRNA	protein_coding	0	17	3	82	0	0	0	0	52	0	0	0	3	0	0	1	0	0	0	1	16	30
EUG1	YDR518W	YDR518W_mRNA	protein_coding	0	1	1	37	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	1	26
EXG1	YLR300W	YLR300W_mRNA	protein_coding	0	3	0	40	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	3	29
EXG2	YDR261C	YDR261C_mRNA	protein_coding	0	0	0	33	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	6
EXO1	YOR033C	YOR033C_mRNA	protein_coding	0	12	4	51	0	0	0	0	36	0	0	0	4	0	0	0	0	0	0	0	12	15
EXO5	YBR163W	YBR163W_mRNA	protein_coding	0	8	6	70	0	0	0	0	39	0	0	0	6	0	0	1	0	0	0	1	7	31
EXO70	YJL085W	YJL085W_mRNA	protein_coding	0	1	0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	3
EXO84	YBR102C	YBR102C_mRNA	protein_coding	0	3	0	33	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	3	21
FAA1	YOR317W	YOR317W_mRNA	protein_coding	0	0	1	23	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	18
FAA2	YER015W	YER015W_mRNA	protein_coding	0	0	1	15	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	0	3
FAA3	YIL009W	YIL009W_mRNA	protein_coding	0	12	3	54	0	0	0	0	6	0	0	0	3	0	0	0	0	0	0	0	12	48
FAA4	YMR246W	YMR246W_mRNA	protein_coding	0	1	2	19	0	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	1	11
FAB1	YFR019W	YFR019W_mRNA	protein_coding	0	27	6	61	0	0	0	0	49	0	0	0	6	0	0	0	0	0	0	0	27	12
FAD1	YDL045C	YDL045C_mRNA	protein_coding	0	0	0	46	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	2
FAF1	YIL019W	YIL019W_mRNA	protein_coding	0	1	0	31	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	26
FAL1	YDR021W	YDR021W_mRNA	protein_coding	0	0	2	13	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	11
FAP1	YNL023C	YNL023C_mRNA	protein_coding	0	6	10	65	0	0	0	0	29	0	0	0	10	0	0	0	0	0	0	0	6	36
FAP7	YDL166C	YDL166C_mRNA	protein_coding	0	2	0	54	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	2	24
FAR1	YJL157C	YJL157C_mRNA	protein_coding	0	16	7	73	0	0	0	0	44	0	0	0	7	0	0	0	0	0	0	0	16	29
FAR10	YLR238W	YLR238W_mRNA	protein_coding	0	1	0	57	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	1	40
FAR11	YNL127W	YNL127W_mRNA	protein_coding	0	0	1	31	0	0	0	0	24	0	0	0	1	0	0	0	0	0	0	0	0	7
FAR3	YMR052W	YMR052W_mRNA	protein_coding	0	5	2	25	0	0	0	0	14	0	0	0	2	0	0	0	0	0	0	0	5	11
FAR7	YFR008W	YFR008W_mRNA	protein_coding	0	6	1	68	0	0	0	0	26	0	0	0	1	0	0	0	0	0	0	0	6	42
FAR8	YMR029C	YMR029C_mRNA	protein_coding	0	1	2	7	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	1	5
FAS1	YKL182W	YKL182W_mRNA	protein_coding	0	16	2	59	0	0	0	0	29	0	0	0	2	0	0	0	0	0	0	0	16	30
FAS2	YPL231W	YPL231W_mRNA	protein_coding	0	25	4	79	0	0	0	0	36	0	0	0	4	0	0	0	0	0	0	0	25	43
FAT1	YBR041W	YBR041W_mRNA	protein_coding	0	3	0	43	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	3	5
FAT3	YKL187C	YKL187C_mRNA	protein_coding	0	13	5	67	0	0	0	0	31	0	0	0	5	0	0	1	0	0	0	1	12	36
FAU1	YER183C	YER183C_mRNA	protein_coding	0	1	1	103	0	0	0	0	46	0	0	0	1	0	0	0	0	0	0	0	1	57
FBA1	YKL060C	YKL060C_mRNA	protein_coding	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4
FBP1	YLR377C	YLR377C_mRNA	protein_coding	0	11	1	54	0	0	0	0	29	0	0	0	1	0	0	0	0	0	0	0	11	25
FBP26	YJL155C	YJL155C_mRNA	protein_coding	0	2	1	56	0	0	0	0	38	0	0	0	1	0	0	0	0	0	0	0	2	18
FCF1	YDR339C	YDR339C_mRNA	protein_coding	0	0	0	16	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	13
FCF2	YLR051C	YLR051C_mRNA	protein_coding	0	6	2	75	0	0	0	0	33	0	0	0	2	0	0	0	0	0	0	0	6	42
FCP1	YMR277W	YMR277W_mRNA	protein_coding	0	1	1	19	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	1	6
FCY1	YPR062W	YPR062W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
FCY2	YER056C	YER056C_mRNA	protein_coding	0	1	4	67	0	0	0	0	24	0	0	0	4	0	0	0	0	0	0	0	1	43
FCY21	YER060W	YER060W_mRNA	protein_coding	0	0	1	39	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	35
FCY22	YER060W-A	YER060W-A_mRNA	protein_coding	0	1	1	17	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	15
FDC1	YDR539W	YDR539W_mRNA	protein_coding	0	2	0	92	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	2	28
FDH1	YOR388C	YOR388C_mRNA	protein_coding	0	0	0	29	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	22
FDH2	YPL275W	YPL275W	pseudogene	0	0	0	16	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	10
FDO1	YMR144W	YMR144W_mRNA	protein_coding	0	0	0	32	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	4
FEN2	YCR028C	YCR028C_mRNA	protein_coding	0	0	0	12	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	9
FES1	YBR101C	YBR101C_mRNA	protein_coding	0	0	0	30	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	14
FET3	YMR058W	YMR058W_mRNA	protein_coding	0	7	4	36	0	0	0	0	23	0	0	0	4	0	0	0	0	0	0	0	7	13
FET4	YMR319C	YMR319C_mRNA	protein_coding	0	6	1	57	0	0	0	0	47	0	0	0	1	0	0	0	0	0	0	0	6	10
FET5	YFL041W	YFL041W_mRNA	protein_coding	0	8	4	69	0	0	0	0	31	0	0	0	4	0	0	0	0	0	0	0	8	38
FEX1	YOR390W	YOR390W_mRNA	protein_coding	0	0	0	24	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	22
FEX2	YPL279C	YPL279C_mRNA	protein_coding	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
FHL1	YPR104C	YPR104C_mRNA	protein_coding	0	2	0	15	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	12
FHN1	YGR131W	YGR131W_mRNA	protein_coding	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4
FIG1	YBR040W	YBR040W_mRNA	protein_coding	0	0	0	32	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	6
FIG2	YCR089W	YCR089W_mRNA	protein_coding	0	0	1	28	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	24
FIG4	YNL325C	YNL325C_mRNA	protein_coding	0	12	3	105	0	0	0	0	63	0	0	0	3	0	0	0	0	0	0	0	12	42
FIN1	YDR130C	YDR130C_mRNA	protein_coding	0	0	0	20	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	17
FIP1	YJR093C	YJR093C_mRNA	protein_coding	0	3	6	90	0	0	0	0	24	0	0	0	6	0	0	0	0	0	0	0	3	66
FIR1	YER032W	YER032W_mRNA	protein_coding	0	2	4	56	0	0	0	0	9	0	0	0	4	0	0	0	0	0	0	0	2	47
FIS1	YIL065C	YIL065C_mRNA	protein_coding	0	0	0	41	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	34
FIT1	YDR534C	YDR534C_mRNA	protein_coding	0	12	10	93	0	0	0	0	52	0	0	0	10	0	0	0	0	0	0	0	12	41
FIT2	YOR382W	YOR382W_mRNA	protein_coding	0	0	0	12	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	5
FIT3	YOR383C	YOR383C_mRNA	protein_coding	0	0	1	12	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	7
FKH1	YIL131C	YIL131C_mRNA	protein_coding	0	13	4	46	0	0	0	0	21	0	0	0	4	0	0	0	0	0	0	0	13	25
FKH2	YNL068C	YNL068C_mRNA	protein_coding	0	1	2	42	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	1	40
FKS1	YLR342W	YLR342W_mRNA	protein_coding	0	49	11	157	0	0	0	0	88	0	0	0	11	0	0	0	0	0	0	0	49	69
FKS3	YMR306W	YMR306W_mRNA	protein_coding	0	14	3	38	0	0	0	0	23	0	0	0	3	0	0	0	0	0	0	0	14	15
FLC1	YPL221W	YPL221W_mRNA	protein_coding	0	1	1	18	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	16
FLC2	YAL053W	YAL053W_mRNA	protein_coding	0	14	1	85	0	0	0	0	44	0	0	0	1	0	0	0	0	0	0	0	14	41
FLC3	YGL139W	YGL139W_mRNA	protein_coding	0	0	1	4	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	2
FLO1	YAR050W	YAR050W_mRNA	protein_coding	0	10	7	25	0	0	0	0	2	0	0	0	7	0	0	0	0	0	0	0	10	23
FLO10	YKR102W	YKR102W_mRNA	protein_coding	0	0	0	12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11
FLO5	YHR211W	YHR211W_mRNA	protein_coding	0	8	4	6	0	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0	8	3
FLO9	YAL063C	YAL063C_mRNA	protein_coding	0	7	5	66	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	7	65
FLR1	YBR008C	YBR008C_mRNA	protein_coding	0	3	4	71	0	0	0	0	37	0	0	0	4	0	0	0	0	0	0	0	3	34
FLX1	YIL134W	YIL134W_mRNA	protein_coding	0	4	2	61	0	0	0	0	42	0	0	0	2	0	0	0	0	0	0	0	4	19
FMC1	YIL098C	YIL098C_mRNA	protein_coding	0	1	0	41	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	1	20
FMN1	YDR236C	YDR236C_mRNA	protein_coding	0	0	0	20	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	17
FMO1	YHR176W	YHR176W_mRNA	protein_coding	0	0	0	20	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	7
FMP10	YER182W	YER182W_mRNA	protein_coding	0	4	2	101	0	0	0	0	55	0	0	0	2	0	0	0	0	0	0	0	4	46
FMP16	YDR070C	YDR070C_mRNA	protein_coding	0	0	0	53	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	33
FMP23	YBR047W	YBR047W_mRNA	protein_coding	0	2	0	77	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	2	41
FMP25	YLR077W	YLR077W_mRNA	protein_coding	0	7	3	71	0	0	0	0	37	0	0	0	3	0	0	0	0	0	0	0	7	34
FMP27	YLR454W	YLR454W_mRNA	protein_coding	0	11	8	82	0	0	0	0	53	0	0	0	8	0	0	0	0	0	0	0	11	29
FMP30	YPL103C	YPL103C_mRNA	protein_coding	0	2	0	12	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	2	6
FMP32	YFL046W	YFL046W_mRNA	protein_coding	0	6	1	81	0	0	0	0	33	0	0	0	1	0	0	0	0	0	0	0	6	48
FMP33	YJL161W	YJL161W_mRNA	protein_coding	0	2	0	90	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	2	45
FMP40	YPL222W	YPL222W_mRNA	protein_coding	0	0	0	37	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	26
FMP41	YNL168C	YNL168C_mRNA	protein_coding	0	0	0	10	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	7
